Question,Location Code,Location Name,Answer,Count
Number of Females in Household,281,Ketare,23,0
Number of Females in Household,281,Ketare,4,99
Number of Females in Household,231,Nyarugusu,,10
Number of Females in Household,231,Nyarugusu,25,0
Number of Females in Household,231,Nyarugusu,13,0
Number of Females in Household,231,Nyarugusu,20,0
Number of Females in Household,231,Nyarugusu,6,105
Number of Females in Household,231,Nyarugusu,8,27
Number of Females in Household,231,Nyarugusu,14,0
Number of Females in Household,231,Nyarugusu,11,0
Number of Females in Household,231,Nyarugusu,24,0
Number of Females in Household,231,Nyarugusu,17,0
Number of Females in Household,231,Nyarugusu,15,0
Number of Females in Household,231,Nyarugusu,7,22
Number of Females in Household,231,Nyarugusu,2,321
Number of Females in Household,231,Nyarugusu,1,202
Number of Females in Household,231,Nyarugusu,10,10
Number of Females in Household,231,Nyarugusu,12,6
Number of Females in Household,231,Nyarugusu,18,0
Number of Females in Household,231,Nyarugusu,5,189
Number of Females in Household,231,Nyarugusu,3,366
Number of Females in Household,231,Nyarugusu,16,0
Number of Females in Household,231,Nyarugusu,9,29
Number of Females in Household,231,Nyarugusu,22,0
Number of Females in Household,231,Nyarugusu,21,0
Number of Females in Household,231,Nyarugusu,19,0
Number of Females in Household,231,Nyarugusu,23,0
Number of Females in Household,231,Nyarugusu,4,313
Number of Females in Household,352,Kalangalala,,0
Number of Females in Household,352,Kalangalala,25,0
Number of Females in Household,352,Kalangalala,13,0
Number of Females in Household,352,Kalangalala,20,0
Number of Females in Household,352,Kalangalala,6,24
Number of Females in Household,352,Kalangalala,8,5
Number of Females in Household,352,Kalangalala,14,0
Number of Females in Household,352,Kalangalala,11,0
Number of Females in Household,352,Kalangalala,24,0
Number of Females in Household,352,Kalangalala,17,0
Number of Females in Household,352,Kalangalala,15,0
Number of Females in Household,352,Kalangalala,7,19
Number of Females in Household,352,Kalangalala,2,24
Number of Females in Household,352,Kalangalala,1,19
Number of Females in Household,352,Kalangalala,10,0
Number of Females in Household,352,Kalangalala,12,0
Number of Females in Household,352,Kalangalala,18,0
Number of Females in Household,352,Kalangalala,5,28
Number of Females in Household,352,Kalangalala,3,23
Number of Females in Household,352,Kalangalala,16,0
Number of Females in Household,352,Kalangalala,9,0
Number of Females in Household,352,Kalangalala,22,0
Number of Females in Household,352,Kalangalala,21,0
Number of Females in Household,352,Kalangalala,19,0
Number of Females in Household,352,Kalangalala,23,0
Number of Females in Household,352,Kalangalala,4,28
Number of Females in Household,041,Nyamirembe,,41
Number of Females in Household,041,Nyamirembe,25,0
Number of Females in Household,041,Nyamirembe,13,11
Number of Females in Household,041,Nyamirembe,20,0
Number of Females in Household,041,Nyamirembe,6,516
Number of Females in Household,041,Nyamirembe,8,107
Number of Females in Household,041,Nyamirembe,14,0
Number of Females in Household,041,Nyamirembe,11,43
Number of Females in Household,041,Nyamirembe,24,0
Number of Females in Household,041,Nyamirembe,17,0
Number of Females in Household,041,Nyamirembe,15,0
Number of Females in Household,041,Nyamirembe,7,246
Number of Females in Household,041,Nyamirembe,2,1509
Number of Females in Household,041,Nyamirembe,1,656
Number of Females in Household,041,Nyamirembe,10,47
Number of Females in Household,041,Nyamirembe,12,7
Number of Females in Household,041,Nyamirembe,18,0
Number of Females in Household,041,Nyamirembe,5,860
Number of Females in Household,041,Nyamirembe,3,1936
Number of Females in Household,041,Nyamirembe,16,0
Number of Females in Household,041,Nyamirembe,9,104
Number of Females in Household,041,Nyamirembe,22,0
Number of Females in Household,041,Nyamirembe,21,0
Number of Females in Household,041,Nyamirembe,19,0
Number of Females in Household,041,Nyamirembe,23,0
Number of Females in Household,041,Nyamirembe,4,1443
Number of Females in Household,361,Ijumbi,,0
Number of Females in Household,361,Ijumbi,25,0
Number of Females in Household,361,Ijumbi,13,0
Number of Females in Household,361,Ijumbi,20,0
Number of Females in Household,361,Ijumbi,6,14
Number of Females in Household,361,Ijumbi,8,0
Number of Females in Household,361,Ijumbi,14,0
Number of Females in Household,361,Ijumbi,11,0
Number of Females in Household,361,Ijumbi,24,0
Number of Females in Household,361,Ijumbi,17,0
Number of Females in Household,361,Ijumbi,15,0
Number of Females in Household,361,Ijumbi,7,0
Number of Females in Household,361,Ijumbi,2,25
Number of Females in Household,361,Ijumbi,1,10
Number of Females in Household,361,Ijumbi,10,0
Number of Females in Household,361,Ijumbi,12,0
Number of Females in Household,361,Ijumbi,18,0
Number of Females in Household,361,Ijumbi,5,17
Number of Females in Household,361,Ijumbi,3,14
Number of Females in Household,361,Ijumbi,16,0
Number of Females in Household,361,Ijumbi,9,0
Number of Females in Household,361,Ijumbi,22,0
Number of Females in Household,361,Ijumbi,21,0
Number of Females in Household,361,Ijumbi,19,0
Number of Females in Household,361,Ijumbi,23,0
Number of Females in Household,361,Ijumbi,4,39
Number of Females in Household,031,Namonge,,50
Number of Females in Household,031,Namonge,25,0
Number of Females in Household,031,Namonge,13,9
Number of Females in Household,031,Namonge,20,0
Number of Females in Household,031,Namonge,6,491
Number of Females in Household,031,Namonge,8,184
Number of Females in Household,031,Namonge,14,12
Number of Females in Household,031,Namonge,11,40
Number of Females in Household,031,Namonge,24,0
Number of Females in Household,031,Namonge,17,12
Number of Females in Household,031,Namonge,15,30
Number of Females in Household,031,Namonge,7,303
Number of Females in Household,031,Namonge,2,1642
Number of Females in Household,031,Namonge,1,686
Number of Females in Household,031,Namonge,10,56
Number of Females in Household,031,Namonge,12,37
Number of Females in Household,031,Namonge,18,0
Number of Females in Household,031,Namonge,5,826
Number of Females in Household,031,Namonge,3,2027
Number of Females in Household,031,Namonge,16,0
Number of Females in Household,031,Namonge,9,100
Number of Females in Household,031,Namonge,22,0
Number of Females in Household,031,Namonge,21,0
Number of Females in Household,031,Namonge,19,0
Number of Females in Household,031,Namonge,23,0
Number of Females in Household,031,Namonge,4,1271
Number of Females in Household,103,Muungano,,6
Number of Females in Household,103,Muungano,25,0
Number of Females in Household,103,Muungano,13,0
Number of Females in Household,103,Muungano,20,0
Number of Females in Household,103,Muungano,6,55
Number of Females in Household,103,Muungano,8,18
Number of Females in Household,103,Muungano,14,0
Number of Females in Household,103,Muungano,11,0
Number of Females in Household,103,Muungano,24,0
Number of Females in Household,103,Muungano,17,0
Number of Females in Household,103,Muungano,15,12
Number of Females in Household,103,Muungano,7,33
Number of Females in Household,103,Muungano,2,335
Number of Females in Household,103,Muungano,1,136
Number of Females in Household,103,Muungano,10,8
Number of Females in Household,103,Muungano,12,8
Number of Females in Household,103,Muungano,18,0
Number of Females in Household,103,Muungano,5,159
Number of Females in Household,103,Muungano,3,342
Number of Females in Household,103,Muungano,16,0
Number of Females in Household,103,Muungano,9,19
Number of Females in Household,103,Muungano,22,0
Number of Females in Household,103,Muungano,21,0
Number of Females in Household,103,Muungano,19,0
Number of Females in Household,103,Muungano,23,0
Number of Females in Household,103,Muungano,4,226
Number of Females in Household,042,Kitaji,,9
Number of Females in Household,042,Kitaji,25,0
Number of Females in Household,042,Kitaji,13,14
Number of Females in Household,042,Kitaji,20,0
Number of Females in Household,042,Kitaji,6,73
Number of Females in Household,042,Kitaji,8,0
Number of Females in Household,042,Kitaji,14,0
Number of Females in Household,042,Kitaji,11,8
Number of Females in Household,042,Kitaji,24,0
Number of Females in Household,042,Kitaji,17,0
Number of Females in Household,042,Kitaji,15,0
Number of Females in Household,042,Kitaji,7,25
Number of Females in Household,042,Kitaji,2,278
Number of Females in Household,042,Kitaji,1,103
Number of Females in Household,042,Kitaji,10,5
Number of Females in Household,042,Kitaji,12,0
Number of Females in Household,042,Kitaji,18,0
Number of Females in Household,042,Kitaji,5,72
Number of Females in Household,042,Kitaji,3,306
Number of Females in Household,042,Kitaji,16,0
Number of Females in Household,042,Kitaji,9,26
Number of Females in Household,042,Kitaji,22,0
Number of Females in Household,042,Kitaji,21,0
Number of Females in Household,042,Kitaji,19,0
Number of Females in Household,042,Kitaji,23,0
Number of Females in Household,042,Kitaji,4,175
Number of Females in Household,262,Kalobe,,3
Number of Females in Household,262,Kalobe,25,0
Number of Females in Household,262,Kalobe,13,0
Number of Females in Household,262,Kalobe,20,0
Number of Females in Household,262,Kalobe,6,5
Number of Females in Household,262,Kalobe,8,0
Number of Females in Household,262,Kalobe,14,0
Number of Females in Household,262,Kalobe,11,0
Number of Females in Household,262,Kalobe,24,0
Number of Females in Household,262,Kalobe,17,0
Number of Females in Household,262,Kalobe,15,0
Number of Females in Household,262,Kalobe,7,6
Number of Females in Household,262,Kalobe,2,51
Number of Females in Household,262,Kalobe,1,22
Number of Females in Household,262,Kalobe,10,0
Number of Females in Household,262,Kalobe,12,0
Number of Females in Household,262,Kalobe,18,0
Number of Females in Household,262,Kalobe,5,8
Number of Females in Household,262,Kalobe,3,30
Number of Females in Household,262,Kalobe,16,0
Number of Females in Household,262,Kalobe,9,7
Number of Females in Household,262,Kalobe,22,0
Number of Females in Household,262,Kalobe,21,0
Number of Females in Household,262,Kalobe,19,0
Number of Females in Household,262,Kalobe,23,0
Number of Females in Household,262,Kalobe,4,50
Number of Females in Household,181,Kamena,,41
Number of Females in Household,181,Kamena,25,0
Number of Females in Household,181,Kamena,13,3
Number of Females in Household,181,Kamena,20,0
Number of Females in Household,181,Kamena,6,363
Number of Females in Household,181,Kamena,8,135
Number of Females in Household,181,Kamena,14,0
Number of Females in Household,181,Kamena,11,34
Number of Females in Household,181,Kamena,24,0
Number of Females in Household,181,Kamena,17,15
Number of Females in Household,181,Kamena,15,3
Number of Females in Household,181,Kamena,7,235
Number of Females in Household,181,Kamena,2,803
Number of Females in Household,181,Kamena,1,322
Number of Females in Household,181,Kamena,10,50
Number of Females in Household,181,Kamena,12,10
Number of Females in Household,181,Kamena,18,30
Number of Females in Household,181,Kamena,5,518
Number of Females in Household,181,Kamena,3,1059
Number of Females in Household,181,Kamena,16,0
Number of Females in Household,181,Kamena,9,41
Number of Females in Household,181,Kamena,22,0
Number of Females in Household,181,Kamena,21,0
Number of Females in Household,181,Kamena,19,0
Number of Females in Household,181,Kamena,23,0
Number of Females in Household,181,Kamena,4,721
Number of Females in Household,193,Ludewa,,0
Number of Females in Household,193,Ludewa,25,0
Number of Females in Household,193,Ludewa,13,0
Number of Females in Household,193,Ludewa,20,0
Number of Females in Household,193,Ludewa,6,15
Number of Females in Household,193,Ludewa,8,0
Number of Females in Household,193,Ludewa,14,0
Number of Females in Household,193,Ludewa,11,0
Number of Females in Household,193,Ludewa,24,0
Number of Females in Household,193,Ludewa,17,0
Number of Females in Household,193,Ludewa,15,0
Number of Females in Household,193,Ludewa,7,14
Number of Females in Household,193,Ludewa,2,116
Number of Females in Household,193,Ludewa,1,55
Number of Females in Household,193,Ludewa,10,0
Number of Females in Household,193,Ludewa,12,0
Number of Females in Household,193,Ludewa,18,0
Number of Females in Household,193,Ludewa,5,42
Number of Females in Household,193,Ludewa,3,100
Number of Females in Household,193,Ludewa,16,0
Number of Females in Household,193,Ludewa,9,0
Number of Females in Household,193,Ludewa,22,0
Number of Females in Household,193,Ludewa,21,0
Number of Females in Household,193,Ludewa,19,0
Number of Females in Household,193,Ludewa,23,0
Number of Females in Household,193,Ludewa,4,76
Number of Females in Household,012,Njombe Mjini,,32
Number of Females in Household,012,Njombe Mjini,25,0
Number of Females in Household,012,Njombe Mjini,13,14
Number of Females in Household,012,Njombe Mjini,20,0
Number of Females in Household,012,Njombe Mjini,6,111
Number of Females in Household,012,Njombe Mjini,8,39
Number of Females in Household,012,Njombe Mjini,14,0
Number of Females in Household,012,Njombe Mjini,11,11
Number of Females in Household,012,Njombe Mjini,24,0
Number of Females in Household,012,Njombe Mjini,17,0
Number of Females in Household,012,Njombe Mjini,15,0
Number of Females in Household,012,Njombe Mjini,7,33
Number of Females in Household,012,Njombe Mjini,2,781
Number of Females in Household,012,Njombe Mjini,1,340
Number of Females in Household,012,Njombe Mjini,10,14
Number of Females in Household,012,Njombe Mjini,12,0
Number of Females in Household,012,Njombe Mjini,18,0
Number of Females in Household,012,Njombe Mjini,5,246
Number of Females in Household,012,Njombe Mjini,3,722
Number of Females in Household,012,Njombe Mjini,16,0
Number of Females in Household,012,Njombe Mjini,9,18
Number of Females in Household,012,Njombe Mjini,22,0
Number of Females in Household,012,Njombe Mjini,21,0
Number of Females in Household,012,Njombe Mjini,19,0
Number of Females in Household,012,Njombe Mjini,23,0
Number of Females in Household,012,Njombe Mjini,4,527
Number of Females in Household,413,Kamachumu,,0
Number of Females in Household,413,Kamachumu,25,0
Number of Females in Household,413,Kamachumu,13,0
Number of Females in Household,413,Kamachumu,20,0
Number of Females in Household,413,Kamachumu,6,0
Number of Females in Household,413,Kamachumu,8,0
Number of Females in Household,413,Kamachumu,14,0
Number of Females in Household,413,Kamachumu,11,0
Number of Females in Household,413,Kamachumu,24,0
Number of Females in Household,413,Kamachumu,17,0
Number of Females in Household,413,Kamachumu,15,0
Number of Females in Household,413,Kamachumu,7,0
Number of Females in Household,413,Kamachumu,2,12
Number of Females in Household,413,Kamachumu,1,10
Number of Females in Household,413,Kamachumu,10,0
Number of Females in Household,413,Kamachumu,12,0
Number of Females in Household,413,Kamachumu,18,0
Number of Females in Household,413,Kamachumu,5,8
Number of Females in Household,413,Kamachumu,3,3
Number of Females in Household,413,Kamachumu,16,0
Number of Females in Household,413,Kamachumu,9,0
Number of Females in Household,413,Kamachumu,22,0
Number of Females in Household,413,Kamachumu,21,0
Number of Females in Household,413,Kamachumu,19,0
Number of Females in Household,413,Kamachumu,23,0
Number of Females in Household,413,Kamachumu,4,7
Number of Females in Household,121,Katende,,28
Number of Females in Household,121,Katende,25,0
Number of Females in Household,121,Katende,13,0
Number of Females in Household,121,Katende,20,0
Number of Females in Household,121,Katende,6,474
Number of Females in Household,121,Katende,8,110
Number of Females in Household,121,Katende,14,8
Number of Females in Household,121,Katende,11,41
Number of Females in Household,121,Katende,24,0
Number of Females in Household,121,Katende,17,7
Number of Females in Household,121,Katende,15,0
Number of Females in Household,121,Katende,7,208
Number of Females in Household,121,Katende,2,1261
Number of Females in Household,121,Katende,1,594
Number of Females in Household,121,Katende,10,23
Number of Females in Household,121,Katende,12,19
Number of Females in Household,121,Katende,18,0
Number of Females in Household,121,Katende,5,724
Number of Females in Household,121,Katende,3,1596
Number of Females in Household,121,Katende,16,3
Number of Females in Household,121,Katende,9,81
Number of Females in Household,121,Katende,22,0
Number of Females in Household,121,Katende,21,0
Number of Females in Household,121,Katende,19,0
Number of Females in Household,121,Katende,23,0
Number of Females in Household,121,Katende,4,1274
Number of Females in Household,033,Wanging`ombe,,6
Number of Females in Household,033,Wanging`ombe,25,0
Number of Females in Household,033,Wanging`ombe,13,0
Number of Females in Household,033,Wanging`ombe,20,0
Number of Females in Household,033,Wanging`ombe,6,88
Number of Females in Household,033,Wanging`ombe,8,15
Number of Females in Household,033,Wanging`ombe,14,0
Number of Females in Household,033,Wanging`ombe,11,0
Number of Females in Household,033,Wanging`ombe,24,0
Number of Females in Household,033,Wanging`ombe,17,0
Number of Females in Household,033,Wanging`ombe,15,0
Number of Females in Household,033,Wanging`ombe,7,29
Number of Females in Household,033,Wanging`ombe,2,492
Number of Females in Household,033,Wanging`ombe,1,181
Number of Females in Household,033,Wanging`ombe,10,9
Number of Females in Household,033,Wanging`ombe,12,0
Number of Females in Household,033,Wanging`ombe,18,0
Number of Females in Household,033,Wanging`ombe,5,157
Number of Females in Household,033,Wanging`ombe,3,420
Number of Females in Household,033,Wanging`ombe,16,0
Number of Females in Household,033,Wanging`ombe,9,6
Number of Females in Household,033,Wanging`ombe,22,0
Number of Females in Household,033,Wanging`ombe,21,0
Number of Females in Household,033,Wanging`ombe,19,0
Number of Females in Household,033,Wanging`ombe,23,0
Number of Females in Household,033,Wanging`ombe,4,261
Number of Females in Household,201,Iparamasa,,15
Number of Females in Household,201,Iparamasa,25,0
Number of Females in Household,201,Iparamasa,13,12
Number of Females in Household,201,Iparamasa,20,0
Number of Females in Household,201,Iparamasa,6,252
Number of Females in Household,201,Iparamasa,8,59
Number of Females in Household,201,Iparamasa,14,0
Number of Females in Household,201,Iparamasa,11,19
Number of Females in Household,201,Iparamasa,24,0
Number of Females in Household,201,Iparamasa,17,0
Number of Females in Household,201,Iparamasa,15,0
Number of Females in Household,201,Iparamasa,7,116
Number of Females in Household,201,Iparamasa,2,630
Number of Females in Household,201,Iparamasa,1,222
Number of Females in Household,201,Iparamasa,10,10
Number of Females in Household,201,Iparamasa,12,0
Number of Females in Household,201,Iparamasa,18,0
Number of Females in Household,201,Iparamasa,5,446
Number of Females in Household,201,Iparamasa,3,732
Number of Females in Household,201,Iparamasa,16,0
Number of Females in Household,201,Iparamasa,9,23
Number of Females in Household,201,Iparamasa,22,0
Number of Females in Household,201,Iparamasa,21,0
Number of Females in Household,201,Iparamasa,19,0
Number of Females in Household,201,Iparamasa,23,15
Number of Females in Household,201,Iparamasa,4,498
Number of Females in Household,062,Mpanda hotel,,7
Number of Females in Household,062,Mpanda hotel,25,0
Number of Females in Household,062,Mpanda hotel,13,0
Number of Females in Household,062,Mpanda hotel,20,0
Number of Females in Household,062,Mpanda hotel,6,70
Number of Females in Household,062,Mpanda hotel,8,31
Number of Females in Household,062,Mpanda hotel,14,10
Number of Females in Household,062,Mpanda hotel,11,9
Number of Females in Household,062,Mpanda hotel,24,0
Number of Females in Household,062,Mpanda hotel,17,0
Number of Females in Household,062,Mpanda hotel,15,0
Number of Females in Household,062,Mpanda hotel,7,71
Number of Females in Household,062,Mpanda hotel,2,392
Number of Females in Household,062,Mpanda hotel,1,135
Number of Females in Household,062,Mpanda hotel,10,9
Number of Females in Household,062,Mpanda hotel,12,1
Number of Females in Household,062,Mpanda hotel,18,0
Number of Females in Household,062,Mpanda hotel,5,172
Number of Females in Household,062,Mpanda hotel,3,405
Number of Females in Household,062,Mpanda hotel,16,0
Number of Females in Household,062,Mpanda hotel,9,15
Number of Females in Household,062,Mpanda hotel,22,0
Number of Females in Household,062,Mpanda hotel,21,0
Number of Females in Household,062,Mpanda hotel,19,0
Number of Females in Household,062,Mpanda hotel,23,0
Number of Females in Household,062,Mpanda hotel,4,304
Number of Females in Household,011,Runzewe Mashariki,,66
Number of Females in Household,011,Runzewe Mashariki,25,0
Number of Females in Household,011,Runzewe Mashariki,13,4
Number of Females in Household,011,Runzewe Mashariki,20,0
Number of Females in Household,011,Runzewe Mashariki,6,364
Number of Females in Household,011,Runzewe Mashariki,8,118
Number of Females in Household,011,Runzewe Mashariki,14,13
Number of Females in Household,011,Runzewe Mashariki,11,20
Number of Females in Household,011,Runzewe Mashariki,24,0
Number of Females in Household,011,Runzewe Mashariki,17,0
Number of Females in Household,011,Runzewe Mashariki,15,27
Number of Females in Household,011,Runzewe Mashariki,7,271
Number of Females in Household,011,Runzewe Mashariki,2,1473
Number of Females in Household,011,Runzewe Mashariki,1,557
Number of Females in Household,011,Runzewe Mashariki,10,57
Number of Females in Household,011,Runzewe Mashariki,12,26
Number of Females in Household,011,Runzewe Mashariki,18,15
Number of Females in Household,011,Runzewe Mashariki,5,797
Number of Females in Household,011,Runzewe Mashariki,3,1501
Number of Females in Household,011,Runzewe Mashariki,16,0
Number of Females in Household,011,Runzewe Mashariki,9,88
Number of Females in Household,011,Runzewe Mashariki,22,0
Number of Females in Household,011,Runzewe Mashariki,21,0
Number of Females in Household,011,Runzewe Mashariki,19,0
Number of Females in Household,011,Runzewe Mashariki,23,0
Number of Females in Household,011,Runzewe Mashariki,4,1067
Number of Females in Household,153,Buziku,,2
Number of Females in Household,153,Buziku,25,0
Number of Females in Household,153,Buziku,13,0
Number of Females in Household,153,Buziku,20,0
Number of Females in Household,153,Buziku,6,56
Number of Females in Household,153,Buziku,8,65
Number of Females in Household,153,Buziku,14,0
Number of Females in Household,153,Buziku,11,10
Number of Females in Household,153,Buziku,24,0
Number of Females in Household,153,Buziku,17,0
Number of Females in Household,153,Buziku,15,0
Number of Females in Household,153,Buziku,7,24
Number of Females in Household,153,Buziku,2,244
Number of Females in Household,153,Buziku,1,96
Number of Females in Household,153,Buziku,10,9
Number of Females in Household,153,Buziku,12,0
Number of Females in Household,153,Buziku,18,0
Number of Females in Household,153,Buziku,5,163
Number of Females in Household,153,Buziku,3,270
Number of Females in Household,153,Buziku,16,0
Number of Females in Household,153,Buziku,9,14
Number of Females in Household,153,Buziku,22,0
Number of Females in Household,153,Buziku,21,0
Number of Females in Household,153,Buziku,19,0
Number of Females in Household,153,Buziku,23,0
Number of Females in Household,153,Buziku,4,224
Number of Females in Household,053,Nkome,,13
Number of Females in Household,053,Nkome,25,0
Number of Females in Household,053,Nkome,13,0
Number of Females in Household,053,Nkome,20,0
Number of Females in Household,053,Nkome,6,114
Number of Females in Household,053,Nkome,8,49
Number of Females in Household,053,Nkome,14,0
Number of Females in Household,053,Nkome,11,0
Number of Females in Household,053,Nkome,24,0
Number of Females in Household,053,Nkome,17,0
Number of Females in Household,053,Nkome,15,0
Number of Females in Household,053,Nkome,7,58
Number of Females in Household,053,Nkome,2,511
Number of Females in Household,053,Nkome,1,166
Number of Females in Household,053,Nkome,10,12
Number of Females in Household,053,Nkome,12,0
Number of Females in Household,053,Nkome,18,0
Number of Females in Household,053,Nkome,5,223
Number of Females in Household,053,Nkome,3,509
Number of Females in Household,053,Nkome,16,0
Number of Females in Household,053,Nkome,9,36
Number of Females in Household,053,Nkome,22,0
Number of Females in Household,053,Nkome,21,0
Number of Females in Household,053,Nkome,19,0
Number of Females in Household,053,Nkome,23,0
Number of Females in Household,053,Nkome,4,353
Number of Females in Household,102,Nyamatare,,5
Number of Females in Household,102,Nyamatare,25,0
Number of Females in Household,102,Nyamatare,13,0
Number of Females in Household,102,Nyamatare,20,0
Number of Females in Household,102,Nyamatare,6,72
Number of Females in Household,102,Nyamatare,8,11
Number of Females in Household,102,Nyamatare,14,0
Number of Females in Household,102,Nyamatare,11,10
Number of Females in Household,102,Nyamatare,24,0
Number of Females in Household,102,Nyamatare,17,0
Number of Females in Household,102,Nyamatare,15,0
Number of Females in Household,102,Nyamatare,7,36
Number of Females in Household,102,Nyamatare,2,379
Number of Females in Household,102,Nyamatare,1,188
Number of Females in Household,102,Nyamatare,10,0
Number of Females in Household,102,Nyamatare,12,0
Number of Females in Household,102,Nyamatare,18,0
Number of Females in Household,102,Nyamatare,5,152
Number of Females in Household,102,Nyamatare,3,382
Number of Females in Household,102,Nyamatare,16,0
Number of Females in Household,102,Nyamatare,9,4
Number of Females in Household,102,Nyamatare,22,0
Number of Females in Household,102,Nyamatare,21,0
Number of Females in Household,102,Nyamatare,19,0
Number of Females in Household,102,Nyamatare,23,0
Number of Females in Household,102,Nyamatare,4,275
Number of Females in Household,122,Buhare,,1
Number of Females in Household,122,Buhare,25,0
Number of Females in Household,122,Buhare,13,0
Number of Females in Household,122,Buhare,20,0
Number of Females in Household,122,Buhare,6,50
Number of Females in Household,122,Buhare,8,22
Number of Females in Household,122,Buhare,14,0
Number of Females in Household,122,Buhare,11,0
Number of Females in Household,122,Buhare,24,0
Number of Females in Household,122,Buhare,17,0
Number of Females in Household,122,Buhare,15,0
Number of Females in Household,122,Buhare,7,23
Number of Females in Household,122,Buhare,2,218
Number of Females in Household,122,Buhare,1,88
Number of Females in Household,122,Buhare,10,6
Number of Females in Household,122,Buhare,12,0
Number of Females in Household,122,Buhare,18,0
Number of Females in Household,122,Buhare,5,89
Number of Females in Household,122,Buhare,3,236
Number of Females in Household,122,Buhare,16,0
Number of Females in Household,122,Buhare,9,9
Number of Females in Household,122,Buhare,22,0
Number of Females in Household,122,Buhare,21,0
Number of Females in Household,122,Buhare,19,0
Number of Females in Household,122,Buhare,23,0
Number of Females in Household,122,Buhare,4,135
Number of Females in Household,431,Ngulwi,,0
Number of Females in Household,431,Ngulwi,25,0
Number of Females in Household,431,Ngulwi,13,0
Number of Females in Household,431,Ngulwi,20,0
Number of Females in Household,431,Ngulwi,6,4
Number of Females in Household,431,Ngulwi,8,0
Number of Females in Household,431,Ngulwi,14,0
Number of Females in Household,431,Ngulwi,11,0
Number of Females in Household,431,Ngulwi,24,0
Number of Females in Household,431,Ngulwi,17,0
Number of Females in Household,431,Ngulwi,15,0
Number of Females in Household,431,Ngulwi,7,0
Number of Females in Household,431,Ngulwi,2,11
Number of Females in Household,431,Ngulwi,1,2
Number of Females in Household,431,Ngulwi,10,0
Number of Females in Household,431,Ngulwi,12,0
Number of Females in Household,431,Ngulwi,18,0
Number of Females in Household,431,Ngulwi,5,7
Number of Females in Household,431,Ngulwi,3,9
Number of Females in Household,431,Ngulwi,16,0
Number of Females in Household,431,Ngulwi,9,3
Number of Females in Household,431,Ngulwi,22,0
Number of Females in Household,431,Ngulwi,21,0
Number of Females in Household,431,Ngulwi,19,0
Number of Females in Household,431,Ngulwi,23,0
Number of Females in Household,431,Ngulwi,4,5
Number of Females in Household,303,Itigi Majengo,,2
Number of Females in Household,303,Itigi Majengo,25,0
Number of Females in Household,303,Itigi Majengo,13,0
Number of Females in Household,303,Itigi Majengo,20,0
Number of Females in Household,303,Itigi Majengo,6,9
Number of Females in Household,303,Itigi Majengo,8,0
Number of Females in Household,303,Itigi Majengo,14,0
Number of Females in Household,303,Itigi Majengo,11,0
Number of Females in Household,303,Itigi Majengo,24,0
Number of Females in Household,303,Itigi Majengo,17,0
Number of Females in Household,303,Itigi Majengo,15,0
Number of Females in Household,303,Itigi Majengo,7,0
Number of Females in Household,303,Itigi Majengo,2,19
Number of Females in Household,303,Itigi Majengo,1,6
Number of Females in Household,303,Itigi Majengo,10,0
Number of Females in Household,303,Itigi Majengo,12,0
Number of Females in Household,303,Itigi Majengo,18,0
Number of Females in Household,303,Itigi Majengo,5,0
Number of Females in Household,303,Itigi Majengo,3,30
Number of Females in Household,303,Itigi Majengo,16,0
Number of Females in Household,303,Itigi Majengo,9,0
Number of Females in Household,303,Itigi Majengo,22,0
Number of Females in Household,303,Itigi Majengo,21,0
Number of Females in Household,303,Itigi Majengo,19,0
Number of Females in Household,303,Itigi Majengo,23,0
Number of Females in Household,303,Itigi Majengo,4,20
Number of Females in Household,312,Nyampulukano,,0
Number of Females in Household,312,Nyampulukano,25,0
Number of Females in Household,312,Nyampulukano,13,0
Number of Females in Household,312,Nyampulukano,20,0
Number of Females in Household,312,Nyampulukano,6,0
Number of Females in Household,312,Nyampulukano,8,8
Number of Females in Household,312,Nyampulukano,14,0
Number of Females in Household,312,Nyampulukano,11,0
Number of Females in Household,312,Nyampulukano,24,0
Number of Females in Household,312,Nyampulukano,17,0
Number of Females in Household,312,Nyampulukano,15,0
Number of Females in Household,312,Nyampulukano,7,1
Number of Females in Household,312,Nyampulukano,2,42
Number of Females in Household,312,Nyampulukano,1,8
Number of Females in Household,312,Nyampulukano,10,0
Number of Females in Household,312,Nyampulukano,12,0
Number of Females in Household,312,Nyampulukano,18,0
Number of Females in Household,312,Nyampulukano,5,23
Number of Females in Household,312,Nyampulukano,3,22
Number of Females in Household,312,Nyampulukano,16,0
Number of Females in Household,312,Nyampulukano,9,6
Number of Females in Household,312,Nyampulukano,22,0
Number of Females in Household,312,Nyampulukano,21,0
Number of Females in Household,312,Nyampulukano,19,0
Number of Females in Household,312,Nyampulukano,23,0
Number of Females in Household,312,Nyampulukano,4,22
Number of Females in Household,173,Lugulu,,6
Number of Females in Household,173,Lugulu,25,0
Number of Females in Household,173,Lugulu,13,0
Number of Females in Household,173,Lugulu,20,0
Number of Females in Household,173,Lugulu,6,45
Number of Females in Household,173,Lugulu,8,7
Number of Females in Household,173,Lugulu,14,0
Number of Females in Household,173,Lugulu,11,8
Number of Females in Household,173,Lugulu,24,0
Number of Females in Household,173,Lugulu,17,0
Number of Females in Household,173,Lugulu,15,0
Number of Females in Household,173,Lugulu,7,37
Number of Females in Household,173,Lugulu,2,130
Number of Females in Household,173,Lugulu,1,72
