Question,Location,Round,Answer,Count
Are your main problems being addressed?,Nuwakot,4,6 Don't know,0
Are your main problems being addressed?,Nuwakot,4,5 Completely yes,0
Are your main problems being addressed?,Nuwakot,4,3 Neutral,1
Are your main problems being addressed?,Nuwakot,4,1 Not at all,30
Are your main problems being addressed?,Nuwakot,4,7 Refused,0
Are your main problems being addressed?,Nuwakot,6,4 Mostly yes,2
Are your main problems being addressed?,Nuwakot,6,2 Very little,19
Are your main problems being addressed?,Nuwakot,6,6 Don't know,1
Are your main problems being addressed?,Nuwakot,6,5 Completely yes,0
Are your main problems being addressed?,Nuwakot,6,3 Neutral,2
Are your main problems being addressed?,Nuwakot,6,1 Not at all,76
Are your main problems being addressed?,Nuwakot,6,7 Refused,0
Are your main problems being addressed?,Rasuwa,1,4 Mostly yes,3
Are your main problems being addressed?,Rasuwa,1,2 Very little,20
Are your main problems being addressed?,Rasuwa,1,6 Don't know,0
Are your main problems being addressed?,Rasuwa,1,5 Completely yes,7
Are your main problems being addressed?,Rasuwa,1,3 Neutral,10
Are your main problems being addressed?,Rasuwa,1,1 Not at all,59
Are your main problems being addressed?,Rasuwa,1,7 Refused,1
Are your main problems being addressed?,Rasuwa,3,4 Mostly yes,10
Are your main problems being addressed?,Rasuwa,3,2 Very little,5
Are your main problems being addressed?,Rasuwa,3,6 Don't know,0
Are your main problems being addressed?,Rasuwa,3,5 Completely yes,36
Are your main problems being addressed?,Rasuwa,3,3 Neutral,1
Are your main problems being addressed?,Rasuwa,3,1 Not at all,48
Are your main problems being addressed?,Rasuwa,3,7 Refused,0
Are your main problems being addressed?,Rasuwa,2,4 Mostly yes,0
Are your main problems being addressed?,Rasuwa,2,2 Very little,11
Are your main problems being addressed?,Rasuwa,2,6 Don't know,1
Are your main problems being addressed?,Rasuwa,2,5 Completely yes,8
Are your main problems being addressed?,Rasuwa,2,3 Neutral,2
Are your main problems being addressed?,Rasuwa,2,1 Not at all,76
Are your main problems being addressed?,Rasuwa,2,7 Refused,2
Are your main problems being addressed?,Rasuwa,5,4 Mostly yes,15
Are your main problems being addressed?,Rasuwa,5,2 Very little,5
Are your main problems being addressed?,Rasuwa,5,6 Don't know,1
Are your main problems being addressed?,Rasuwa,5,5 Completely yes,0
Are your main problems being addressed?,Rasuwa,5,3 Neutral,0
Are your main problems being addressed?,Rasuwa,5,1 Not at all,79
Are your main problems being addressed?,Rasuwa,5,7 Refused,0
Are your main problems being addressed?,Rasuwa,4,4 Mostly yes,34
Are your main problems being addressed?,Rasuwa,4,2 Very little,2
Are your main problems being addressed?,Rasuwa,4,6 Don't know,0
Are your main problems being addressed?,Rasuwa,4,5 Completely yes,3
Are your main problems being addressed?,Rasuwa,4,3 Neutral,3
Are your main problems being addressed?,Rasuwa,4,1 Not at all,58
Are your main problems being addressed?,Rasuwa,4,7 Refused,0
Are your main problems being addressed?,Rasuwa,6,4 Mostly yes,25
Are your main problems being addressed?,Rasuwa,6,2 Very little,12
Are your main problems being addressed?,Rasuwa,6,6 Don't know,2
Are your main problems being addressed?,Rasuwa,6,5 Completely yes,0
Are your main problems being addressed?,Rasuwa,6,3 Neutral,0
Are your main problems being addressed?,Rasuwa,6,1 Not at all,61
Are your main problems being addressed?,Rasuwa,6,7 Refused,0
Are your main problems being addressed?,Okhaldhunga,1,4 Mostly yes,0
Are your main problems being addressed?,Okhaldhunga,1,2 Very little,0
Are your main problems being addressed?,Okhaldhunga,1,6 Don't know,0
Are your main problems being addressed?,Okhaldhunga,1,5 Completely yes,0
Are your main problems being addressed?,Okhaldhunga,1,3 Neutral,0
Are your main problems being addressed?,Okhaldhunga,1,1 Not at all,0
Are your main problems being addressed?,Okhaldhunga,1,7 Refused,0
Are your main problems being addressed?,Okhaldhunga,3,4 Mostly yes,19
Are your main problems being addressed?,Okhaldhunga,3,2 Very little,23
Are your main problems being addressed?,Okhaldhunga,3,6 Don't know,5
Are your main problems being addressed?,Okhaldhunga,3,5 Completely yes,3
Are your main problems being addressed?,Okhaldhunga,3,3 Neutral,20
Are your main problems being addressed?,Okhaldhunga,3,1 Not at all,30
Are your main problems being addressed?,Okhaldhunga,3,7 Refused,0
Are your main problems being addressed?,Okhaldhunga,2,4 Mostly yes,18
Are your main problems being addressed?,Okhaldhunga,2,2 Very little,31
Are your main problems being addressed?,Okhaldhunga,2,6 Don't know,0
Are your main problems being addressed?,Okhaldhunga,2,5 Completely yes,5
Are your main problems being addressed?,Okhaldhunga,2,3 Neutral,17
Are your main problems being addressed?,Okhaldhunga,2,1 Not at all,28
Are your main problems being addressed?,Okhaldhunga,2,7 Refused,1
Are your main problems being addressed?,Okhaldhunga,5,4 Mostly yes,27
Are your main problems being addressed?,Okhaldhunga,5,2 Very little,15
Are your main problems being addressed?,Okhaldhunga,5,6 Don't know,4
Are your main problems being addressed?,Okhaldhunga,5,5 Completely yes,5
Are your main problems being addressed?,Okhaldhunga,5,3 Neutral,16
Are your main problems being addressed?,Okhaldhunga,5,1 Not at all,33
Are your main problems being addressed?,Okhaldhunga,5,7 Refused,0
Are your main problems being addressed?,Okhaldhunga,4,4 Mostly yes,19
Are your main problems being addressed?,Okhaldhunga,4,2 Very little,19
Are your main problems being addressed?,Okhaldhunga,4,6 Don't know,2
Are your main problems being addressed?,Okhaldhunga,4,5 Completely yes,5
Are your main problems being addressed?,Okhaldhunga,4,3 Neutral,16
Are your main problems being addressed?,Okhaldhunga,4,1 Not at all,39
Are your main problems being addressed?,Okhaldhunga,4,7 Refused,0
Are your main problems being addressed?,Okhaldhunga,6,4 Mostly yes,52
Are your main problems being addressed?,Okhaldhunga,6,2 Very little,16
Are your main problems being addressed?,Okhaldhunga,6,6 Don't know,2
Are your main problems being addressed?,Okhaldhunga,6,5 Completely yes,4
Are your main problems being addressed?,Okhaldhunga,6,3 Neutral,18
Are your main problems being addressed?,Okhaldhunga,6,1 Not at all,7
Are your main problems being addressed?,Okhaldhunga,6,7 Refused,1
Are your main problems being addressed?,Gorkha,1,4 Mostly yes,15
Are your main problems being addressed?,Gorkha,1,2 Very little,10
Are your main problems being addressed?,Gorkha,1,6 Don't know,1
Are your main problems being addressed?,Gorkha,1,5 Completely yes,13
Are your main problems being addressed?,Gorkha,1,3 Neutral,21
Are your main problems being addressed?,Gorkha,1,1 Not at all,37
Are your main problems being addressed?,Gorkha,1,7 Refused,0
Are your main problems being addressed?,Gorkha,3,4 Mostly yes,26
Are your main problems being addressed?,Gorkha,3,2 Very little,13
Are your main problems being addressed?,Gorkha,3,6 Don't know,7
Are your main problems being addressed?,Gorkha,3,5 Completely yes,7
Are your main problems being addressed?,Gorkha,3,3 Neutral,15
Are your main problems being addressed?,Gorkha,3,1 Not at all,32
Are your main problems being addressed?,Gorkha,3,7 Refused,0
Are your main problems being addressed?,Gorkha,2,4 Mostly yes,33
Are your main problems being addressed?,Gorkha,2,2 Very little,2
Are your main problems being addressed?,Gorkha,2,6 Don't know,1
Are your main problems being addressed?,Gorkha,2,5 Completely yes,13
Are your main problems being addressed?,Gorkha,2,3 Neutral,18
Are your main problems being addressed?,Gorkha,2,1 Not at all,34
Are your main problems being addressed?,Gorkha,2,7 Refused,0
Are your main problems being addressed?,Gorkha,5,4 Mostly yes,25
Are your main problems being addressed?,Gorkha,5,2 Very little,7
Are your main problems being addressed?,Gorkha,5,6 Don't know,0
Are your main problems being addressed?,Gorkha,5,5 Completely yes,21
Are your main problems being addressed?,Gorkha,5,3 Neutral,39
Are your main problems being addressed?,Gorkha,5,1 Not at all,8
Are your main problems being addressed?,Gorkha,5,7 Refused,0
Are your main problems being addressed?,Gorkha,4,4 Mostly yes,31
Are your main problems being addressed?,Gorkha,4,2 Very little,18
Are your main problems being addressed?,Gorkha,4,6 Don't know,7
Are your main problems being addressed?,Gorkha,4,5 Completely yes,15
Are your main problems being addressed?,Gorkha,4,3 Neutral,11
Are your main problems being addressed?,Gorkha,4,1 Not at all,18
Are your main problems being addressed?,Gorkha,4,7 Refused,0
Are your main problems being addressed?,Gorkha,6,4 Mostly yes,29
Are your main problems being addressed?,Gorkha,6,2 Very little,8
Are your main problems being addressed?,Gorkha,6,6 Don't know,5
Are your main problems being addressed?,Gorkha,6,5 Completely yes,4
Are your main problems being addressed?,Gorkha,6,3 Neutral,9
Are your main problems being addressed?,Gorkha,6,1 Not at all,45
Are your main problems being addressed?,Gorkha,6,7 Refused,0
Are your main problems being addressed?,Sindhuli,1,4 Mostly yes,6
Are your main problems being addressed?,Sindhuli,1,2 Very little,34
Are your main problems being addressed?,Sindhuli,1,6 Don't know,1
Are your main problems being addressed?,Sindhuli,1,5 Completely yes,17
Are your main problems being addressed?,Sindhuli,1,3 Neutral,6
Are your main problems being addressed?,Sindhuli,1,1 Not at all,37
Are your main problems being addressed?,Sindhuli,1,7 Refused,0
Are your main problems being addressed?,Sindhuli,3,4 Mostly yes,23
Are your main problems being addressed?,Sindhuli,3,2 Very little,10
Are your main problems being addressed?,Sindhuli,3,6 Don't know,0
Are your main problems being addressed?,Sindhuli,3,5 Completely yes,6
Are your main problems being addressed?,Sindhuli,3,3 Neutral,5
Are your main problems being addressed?,Sindhuli,3,1 Not at all,56
Are your main problems being addressed?,Sindhuli,3,7 Refused,0
Are your main problems being addressed?,Sindhuli,2,4 Mostly yes,12
Are your main problems being addressed?,Sindhuli,2,2 Very little,16
Are your main problems being addressed?,Sindhuli,2,6 Don't know,2
Are your main problems being addressed?,Sindhuli,2,5 Completely yes,9
Are your main problems being addressed?,Sindhuli,2,3 Neutral,8
Are your main problems being addressed?,Sindhuli,2,1 Not at all,53
Are your main problems being addressed?,Sindhuli,2,7 Refused,0
Are your main problems being addressed?,Sindhuli,5,4 Mostly yes,15
Are your main problems being addressed?,Sindhuli,5,2 Very little,35
Are your main problems being addressed?,Sindhuli,5,6 Don't know,0
Are your main problems being addressed?,Sindhuli,5,5 Completely yes,1
Are your main problems being addressed?,Sindhuli,5,3 Neutral,5
Are your main problems being addressed?,Sindhuli,5,1 Not at all,44
Are your main problems being addressed?,Sindhuli,5,7 Refused,0
Are your main problems being addressed?,Sindhuli,4,4 Mostly yes,23
Are your main problems being addressed?,Sindhuli,4,2 Very little,26
Are your main problems being addressed?,Sindhuli,4,6 Don't know,0
Are your main problems being addressed?,Sindhuli,4,5 Completely yes,7
Are your main problems being addressed?,Sindhuli,4,3 Neutral,8
Are your main problems being addressed?,Sindhuli,4,1 Not at all,36
Are your main problems being addressed?,Sindhuli,4,7 Refused,0
Are your main problems being addressed?,Sindhuli,6,4 Mostly yes,18
Are your main problems being addressed?,Sindhuli,6,2 Very little,29
Are your main problems being addressed?,Sindhuli,6,6 Don't know,0
Are your main problems being addressed?,Sindhuli,6,5 Completely yes,7
Are your main problems being addressed?,Sindhuli,6,3 Neutral,6
Are your main problems being addressed?,Sindhuli,6,1 Not at all,40
Are your main problems being addressed?,Sindhuli,6,7 Refused,0
Are your main problems being addressed?,Sindhupalchowk,1,4 Mostly yes,0
Are your main problems being addressed?,Sindhupalchowk,1,2 Very little,32
Are your main problems being addressed?,Sindhupalchowk,1,6 Don't know,0
Are your main problems being addressed?,Sindhupalchowk,1,5 Completely yes,3
Are your main problems being addressed?,Sindhupalchowk,1,3 Neutral,4
Are your main problems being addressed?,Sindhupalchowk,1,1 Not at all,60
Are your main problems being addressed?,Sindhupalchowk,1,7 Refused,0
Are your main problems being addressed?,Sindhupalchowk,3,4 Mostly yes,4
Are your main problems being addressed?,Sindhupalchowk,3,2 Very little,48
Are your main problems being addressed?,Sindhupalchowk,3,6 Don't know,0
Are your main problems being addressed?,Sindhupalchowk,3,5 Completely yes,5
Are your main problems being addressed?,Sindhupalchowk,3,3 Neutral,12
Are your main problems being addressed?,Sindhupalchowk,3,1 Not at all,31
Are your main problems being addressed?,Sindhupalchowk,3,7 Refused,0
Are your main problems being addressed?,Sindhupalchowk,2,4 Mostly yes,0
Are your main problems being addressed?,Sindhupalchowk,2,2 Very little,52
Are your main problems being addressed?,Sindhupalchowk,2,6 Don't know,0
Are your main problems being addressed?,Sindhupalchowk,2,5 Completely yes,5
Are your main problems being addressed?,Sindhupalchowk,2,3 Neutral,6
Are your main problems being addressed?,Sindhupalchowk,2,1 Not at all,36
Are your main problems being addressed?,Sindhupalchowk,2,7 Refused,0
Are your main problems being addressed?,Sindhupalchowk,5,4 Mostly yes,7
Are your main problems being addressed?,Sindhupalchowk,5,2 Very little,40
Are your main problems being addressed?,Sindhupalchowk,5,6 Don't know,0
Are your main problems being addressed?,Sindhupalchowk,5,5 Completely yes,5
Are your main problems being addressed?,Sindhupalchowk,5,3 Neutral,3
Are your main problems being addressed?,Sindhupalchowk,5,1 Not at all,45
Are your main problems being addressed?,Sindhupalchowk,5,7 Refused,0
Are your main problems being addressed?,Sindhupalchowk,4,4 Mostly yes,12
Are your main problems being addressed?,Sindhupalchowk,4,2 Very little,27
Are your main problems being addressed?,Sindhupalchowk,4,6 Don't know,0
Are your main problems being addressed?,Sindhupalchowk,4,5 Completely yes,1
Are your main problems being addressed?,Sindhupalchowk,4,3 Neutral,9
Are your main problems being addressed?,Sindhupalchowk,4,1 Not at all,51
Are your main problems being addressed?,Sindhupalchowk,4,7 Refused,0
Are your main problems being addressed?,Sindhupalchowk,6,4 Mostly yes,18
Are your main problems being addressed?,Sindhupalchowk,6,2 Very little,29
Are your main problems being addressed?,Sindhupalchowk,6,6 Don't know,0
Are your main problems being addressed?,Sindhupalchowk,6,5 Completely yes,5
Are your main problems being addressed?,Sindhupalchowk,6,3 Neutral,0
Are your main problems being addressed?,Sindhupalchowk,6,1 Not at all,48
Are your main problems being addressed?,Sindhupalchowk,6,7 Refused,0
Is support provided in a fair way?,Kavrepalanchok,1,4 Mostly yes,13
Is support provided in a fair way?,Kavrepalanchok,1,2 Very little,21
Is support provided in a fair way?,Kavrepalanchok,1,6 Don't know,14
Is support provided in a fair way?,Kavrepalanchok,1,5 Completely yes,10
Is support provided in a fair way?,Kavrepalanchok,1,3 Neutral,9
Is support provided in a fair way?,Kavrepalanchok,1,1 Not at all,32
Is support provided in a fair way?,Kavrepalanchok,1,7 Refused,0
Is support provided in a fair way?,Kavrepalanchok,3,4 Mostly yes,11
Is support provided in a fair way?,Kavrepalanchok,3,2 Very little,31
Is support provided in a fair way?,Kavrepalanchok,3,6 Don't know,2
Is support provided in a fair way?,Kavrepalanchok,3,5 Completely yes,1
Is support provided in a fair way?,Kavrepalanchok,3,3 Neutral,10
Is support provided in a fair way?,Kavrepalanchok,3,1 Not at all,45
Is support provided in a fair way?,Kavrepalanchok,3,7 Refused,0
Is support provided in a fair way?,Kavrepalanchok,2,4 Mostly yes,17
Is support provided in a fair way?,Kavrepalanchok,2,2 Very little,19
Is support provided in a fair way?,Kavrepalanchok,2,6 Don't know,1
Is support provided in a fair way?,Kavrepalanchok,2,5 Completely yes,19
Is support provided in a fair way?,Kavrepalanchok,2,3 Neutral,5
Is support provided in a fair way?,Kavrepalanchok,2,1 Not at all,38
Is support provided in a fair way?,Kavrepalanchok,2,7 Refused,1
Is support provided in a fair way?,Kavrepalanchok,5,4 Mostly yes,12
Is support provided in a fair way?,Kavrepalanchok,5,2 Very little,21
Is support provided in a fair way?,Kavrepalanchok,5,6 Don't know,18
Is support provided in a fair way?,Kavrepalanchok,5,5 Completely yes,9
Is support provided in a fair way?,Kavrepalanchok,5,3 Neutral,10
Is support provided in a fair way?,Kavrepalanchok,5,1 Not at all,30
Is support provided in a fair way?,Kavrepalanchok,5,7 Refused,0
Is support provided in a fair way?,Kavrepalanchok,4,4 Mostly yes,5
Is support provided in a fair way?,Kavrepalanchok,4,2 Very little,34
Is support provided in a fair way?,Kavrepalanchok,4,6 Don't know,14
Is support provided in a fair way?,Kavrepalanchok,4,5 Completely yes,1
Is support provided in a fair way?,Kavrepalanchok,4,3 Neutral,2
Is support provided in a fair way?,Kavrepalanchok,4,1 Not at all,43
Is support provided in a fair way?,Kavrepalanchok,4,7 Refused,1
Is support provided in a fair way?,Kavrepalanchok,6,4 Mostly yes,21
Is support provided in a fair way?,Kavrepalanchok,6,2 Very little,24
Is support provided in a fair way?,Kavrepalanchok,6,6 Don't know,7
Is support provided in a fair way?,Kavrepalanchok,6,5 Completely yes,8
Is support provided in a fair way?,Kavrepalanchok,6,3 Neutral,11
Is support provided in a fair way?,Kavrepalanchok,6,1 Not at all,29
Is support provided in a fair way?,Kavrepalanchok,6,7 Refused,0
Is support provided in a fair way?,Dolakha,1,4 Mostly yes,20
Is support provided in a fair way?,Dolakha,1,2 Very little,25
Is support provided in a fair way?,Dolakha,1,6 Don't know,7
Is support provided in a fair way?,Dolakha,1,5 Completely yes,6
Is support provided in a fair way?,Dolakha,1,3 Neutral,11
Is support provided in a fair way?,Dolakha,1,1 Not at all,20
Is support provided in a fair way?,Dolakha,1,7 Refused,12
Is support provided in a fair way?,Dolakha,3,4 Mostly yes,17
Is support provided in a fair way?,Dolakha,3,2 Very little,38
Is support provided in a fair way?,Dolakha,3,6 Don't know,9
Is support provided in a fair way?,Dolakha,3,5 Completely yes,6
Is support provided in a fair way?,Dolakha,3,3 Neutral,5
Is support provided in a fair way?,Dolakha,3,1 Not at all,25
Is support provided in a fair way?,Dolakha,3,7 Refused,0
Is support provided in a fair way?,Dolakha,2,4 Mostly yes,19
Is support provided in a fair way?,Dolakha,2,2 Very little,31
Is support provided in a fair way?,Dolakha,2,6 Don't know,5
Is support provided in a fair way?,Dolakha,2,5 Completely yes,8
Is support provided in a fair way?,Dolakha,2,3 Neutral,8
Is support provided in a fair way?,Dolakha,2,1 Not at all,30
Is support provided in a fair way?,Dolakha,2,7 Refused,0
Is support provided in a fair way?,Dolakha,5,4 Mostly yes,36
Is support provided in a fair way?,Dolakha,5,2 Very little,18
Is support provided in a fair way?,Dolakha,5,6 Don't know,10
Is support provided in a fair way?,Dolakha,5,5 Completely yes,1
Is support provided in a fair way?,Dolakha,5,3 Neutral,8
Is support provided in a fair way?,Dolakha,5,1 Not at all,27
Is support provided in a fair way?,Dolakha,5,7 Refused,0
Is support provided in a fair way?,Dolakha,4,4 Mostly yes,25
Is support provided in a fair way?,Dolakha,4,2 Very little,25
Is support provided in a fair way?,Dolakha,4,6 Don't know,5
Is support provided in a fair way?,Dolakha,4,5 Completely yes,7
Is support provided in a fair way?,Dolakha,4,3 Neutral,4
Is support provided in a fair way?,Dolakha,4,1 Not at all,34
Is support provided in a fair way?,Dolakha,4,7 Refused,0
Is support provided in a fair way?,Dolakha,6,4 Mostly yes,34
Is support provided in a fair way?,Dolakha,6,2 Very little,26
Is support provided in a fair way?,Dolakha,6,6 Don't know,3
Is support provided in a fair way?,Dolakha,6,5 Completely yes,6
Is support provided in a fair way?,Dolakha,6,3 Neutral,17
Is support provided in a fair way?,Dolakha,6,1 Not at all,14
Is support provided in a fair way?,Dolakha,6,7 Refused,0
Is support provided in a fair way?,Lalitpur,1,4 Mostly yes,10
Is support provided in a fair way?,Lalitpur,1,2 Very little,24
Is support provided in a fair way?,Lalitpur,1,6 Don't know,6
Is support provided in a fair way?,Lalitpur,1,5 Completely yes,24
Is support provided in a fair way?,Lalitpur,1,3 Neutral,5
Is support provided in a fair way?,Lalitpur,1,1 Not at all,35
Is support provided in a fair way?,Lalitpur,1,7 Refused,1
Is support provided in a fair way?,Lalitpur,3,4 Mostly yes,18
Is support provided in a fair way?,Lalitpur,3,2 Very little,23
Is support provided in a fair way?,Lalitpur,3,6 Don't know,6
Is support provided in a fair way?,Lalitpur,3,5 Completely yes,4
Is support provided in a fair way?,Lalitpur,3,3 Neutral,6
Is support provided in a fair way?,Lalitpur,3,1 Not at all,41
Is support provided in a fair way?,Lalitpur,3,7 Refused,2
Is support provided in a fair way?,Lalitpur,2,4 Mostly yes,19
Is support provided in a fair way?,Lalitpur,2,2 Very little,22
Is support provided in a fair way?,Lalitpur,2,6 Don't know,3
Is support provided in a fair way?,Lalitpur,2,5 Completely yes,18
Is support provided in a fair way?,Lalitpur,2,3 Neutral,11
Is support provided in a fair way?,Lalitpur,2,1 Not at all,27
Is support provided in a fair way?,Lalitpur,2,7 Refused,0
Is support provided in a fair way?,Lalitpur,5,4 Mostly yes,35
Is support provided in a fair way?,Lalitpur,5,2 Very little,16
Is support provided in a fair way?,Lalitpur,5,6 Don't know,0
Is support provided in a fair way?,Lalitpur,5,5 Completely yes,18
Is support provided in a fair way?,Lalitpur,5,3 Neutral,4
Is support provided in a fair way?,Lalitpur,5,1 Not at all,27
Is support provided in a fair way?,Lalitpur,5,7 Refused,0
Is support provided in a fair way?,Lalitpur,4,4 Mostly yes,28
Is support provided in a fair way?,Lalitpur,4,2 Very little,28
Is support provided in a fair way?,Lalitpur,4,6 Don't know,0
Is support provided in a fair way?,Lalitpur,4,5 Completely yes,20
Is support provided in a fair way?,Lalitpur,4,3 Neutral,7
Is support provided in a fair way?,Lalitpur,4,1 Not at all,16
Is support provided in a fair way?,Lalitpur,4,7 Refused,1
Is support provided in a fair way?,Lalitpur,6,4 Mostly yes,27
Is support provided in a fair way?,Lalitpur,6,2 Very little,24
Is support provided in a fair way?,Lalitpur,6,6 Don't know,2
Is support provided in a fair way?,Lalitpur,6,5 Completely yes,24
Is support provided in a fair way?,Lalitpur,6,3 Neutral,16
Is support provided in a fair way?,Lalitpur,6,1 Not at all,7
Is support provided in a fair way?,Lalitpur,6,7 Refused,0
Is support provided in a fair way?,Dhading,1,4 Mostly yes,26
Is support provided in a fair way?,Dhading,1,2 Very little,12
Is support provided in a fair way?,Dhading,1,6 Don't know,14
Is support provided in a fair way?,Dhading,1,5 Completely yes,13
Is support provided in a fair way?,Dhading,1,3 Neutral,2
Is support provided in a fair way?,Dhading,1,1 Not at all,29
Is support provided in a fair way?,Dhading,1,7 Refused,3
Is support provided in a fair way?,Dhading,3,4 Mostly yes,31
Is support provided in a fair way?,Dhading,3,2 Very little,12
Is support provided in a fair way?,Dhading,3,6 Don't know,8
Is support provided in a fair way?,Dhading,3,5 Completely yes,38
Is support provided in a fair way?,Dhading,3,3 Neutral,1
Is support provided in a fair way?,Dhading,3,1 Not at all,10
Is support provided in a fair way?,Dhading,3,7 Refused,0
Is support provided in a fair way?,Dhading,2,4 Mostly yes,31
Is support provided in a fair way?,Dhading,2,2 Very little,12
Is support provided in a fair way?,Dhading,2,6 Don't know,13
Is support provided in a fair way?,Dhading,2,5 Completely yes,17
Is support provided in a fair way?,Dhading,2,3 Neutral,11
Is support provided in a fair way?,Dhading,2,1 Not at all,16
Is support provided in a fair way?,Dhading,2,7 Refused,0
Is support provided in a fair way?,Dhading,5,4 Mostly yes,50
Is support provided in a fair way?,Dhading,5,2 Very little,11
Is support provided in a fair way?,Dhading,5,6 Don't know,8
Is support provided in a fair way?,Dhading,5,5 Completely yes,15
Is support provided in a fair way?,Dhading,5,3 Neutral,2
Is support provided in a fair way?,Dhading,5,1 Not at all,13
Is support provided in a fair way?,Dhading,5,7 Refused,1
Is support provided in a fair way?,Dhading,4,4 Mostly yes,49
Is support provided in a fair way?,Dhading,4,2 Very little,10
Is support provided in a fair way?,Dhading,4,6 Don't know,11
Is support provided in a fair way?,Dhading,4,5 Completely yes,21
Is support provided in a fair way?,Dhading,4,3 Neutral,2
Is support provided in a fair way?,Dhading,4,1 Not at all,7
Is support provided in a fair way?,Dhading,4,7 Refused,0
Is support provided in a fair way?,Dhading,6,4 Mostly yes,52
Is support provided in a fair way?,Dhading,6,2 Very little,2
Is support provided in a fair way?,Dhading,6,6 Don't know,33
Is support provided in a fair way?,Dhading,6,5 Completely yes,6
Is support provided in a fair way?,Dhading,6,3 Neutral,0
Is support provided in a fair way?,Dhading,6,1 Not at all,7
Is support provided in a fair way?,Dhading,6,7 Refused,0
Is support provided in a fair way?,Bhaktapur,1,4 Mostly yes,39
Is support provided in a fair way?,Bhaktapur,1,2 Very little,16
Is support provided in a fair way?,Bhaktapur,1,6 Don't know,12
Is support provided in a fair way?,Bhaktapur,1,5 Completely yes,5
Is support provided in a fair way?,Bhaktapur,1,3 Neutral,9
Is support provided in a fair way?,Bhaktapur,1,1 Not at all,20
Is support provided in a fair way?,Bhaktapur,1,7 Refused,2
Is support provided in a fair way?,Bhaktapur,3,4 Mostly yes,30
Is support provided in a fair way?,Bhaktapur,3,2 Very little,24
Is support provided in a fair way?,Bhaktapur,3,6 Don't know,8
Is support provided in a fair way?,Bhaktapur,3,5 Completely yes,9
Is support provided in a fair way?,Bhaktapur,3,3 Neutral,8
Is support provided in a fair way?,Bhaktapur,3,1 Not at all,18
Is support provided in a fair way?,Bhaktapur,3,7 Refused,3
Is support provided in a fair way?,Bhaktapur,2,4 Mostly yes,29
Is support provided in a fair way?,Bhaktapur,2,2 Very little,21
Is support provided in a fair way?,Bhaktapur,2,6 Don't know,13
Is support provided in a fair way?,Bhaktapur,2,5 Completely yes,6
Is support provided in a fair way?,Bhaktapur,2,3 Neutral,18
Is support provided in a fair way?,Bhaktapur,2,1 Not at all,12
Is support provided in a fair way?,Bhaktapur,2,7 Refused,1
Is support provided in a fair way?,Bhaktapur,5,4 Mostly yes,27
Is support provided in a fair way?,Bhaktapur,5,2 Very little,22
Is support provided in a fair way?,Bhaktapur,5,6 Don't know,5
Is support provided in a fair way?,Bhaktapur,5,5 Completely yes,34
Is support provided in a fair way?,Bhaktapur,5,3 Neutral,9
Is support provided in a fair way?,Bhaktapur,5,1 Not at all,2
Is support provided in a fair way?,Bhaktapur,5,7 Refused,1
Is support provided in a fair way?,Bhaktapur,4,4 Mostly yes,31
Is support provided in a fair way?,Bhaktapur,4,2 Very little,11
Is support provided in a fair way?,Bhaktapur,4,6 Don't know,3
Is support provided in a fair way?,Bhaktapur,4,5 Completely yes,2
Is support provided in a fair way?,Bhaktapur,4,3 Neutral,45
Is support provided in a fair way?,Bhaktapur,4,1 Not at all,8
Is support provided in a fair way?,Bhaktapur,4,7 Refused,0
Is support provided in a fair way?,Bhaktapur,6,4 Mostly yes,20
Is support provided in a fair way?,Bhaktapur,6,2 Very little,11
Is support provided in a fair way?,Bhaktapur,6,6 Don't know,12
Is support provided in a fair way?,Bhaktapur,6,5 Completely yes,5
Is support provided in a fair way?,Bhaktapur,6,3 Neutral,24
Is support provided in a fair way?,Bhaktapur,6,1 Not at all,26
Is support provided in a fair way?,Bhaktapur,6,7 Refused,2
Is support provided in a fair way?,Ramechhap,1,4 Mostly yes,6
Is support provided in a fair way?,Ramechhap,1,2 Very little,8
Is support provided in a fair way?,Ramechhap,1,6 Don't know,11
Is support provided in a fair way?,Ramechhap,1,5 Completely yes,25
Is support provided in a fair way?,Ramechhap,1,3 Neutral,1
Is support provided in a fair way?,Ramechhap,1,1 Not at all,47
Is support provided in a fair way?,Ramechhap,1,7 Refused,1
Is support provided in a fair way?,Ramechhap,3,4 Mostly yes,22
Is support provided in a fair way?,Ramechhap,3,2 Very little,17
Is support provided in a fair way?,Ramechhap,3,6 Don't know,1
Is support provided in a fair way?,Ramechhap,3,5 Completely yes,48
Is support provided in a fair way?,Ramechhap,3,3 Neutral,4
Is support provided in a fair way?,Ramechhap,3,1 Not at all,8
Is support provided in a fair way?,Ramechhap,3,7 Refused,0
Is support provided in a fair way?,Ramechhap,2,4 Mostly yes,6
Is support provided in a fair way?,Ramechhap,2,2 Very little,6
Is support provided in a fair way?,Ramechhap,2,6 Don't know,1
Is support provided in a fair way?,Ramechhap,2,5 Completely yes,51
Is support provided in a fair way?,Ramechhap,2,3 Neutral,3
Is support provided in a fair way?,Ramechhap,2,1 Not at all,33
Is support provided in a fair way?,Ramechhap,2,7 Refused,0
Is support provided in a fair way?,Ramechhap,5,4 Mostly yes,33
Is support provided in a fair way?,Ramechhap,5,2 Very little,3
Is support provided in a fair way?,Ramechhap,5,6 Don't know,0
